,content,sentiment
11413,aw bad i be good mood phone someone lol,happiness
11414,get ready go study outside fun nice sunny day,fun
11415,love lubbock wet time strip run,love
11416,hey julia twitter faint i be try get send phone,relief
11417,wake 430 week funny deathcab make think use calendar track work hour,happiness
11418,night damn give ff sorry late one tomorrow always forget someone night x,worry
11419,30 minute treadmill do 30 minute today already gon na 20 minute,happiness
11420,i be work,neutral
11421,hahahaha yay lakers would please like dip,fun
11422,yes wan na come hang htown gurl u know what s haha it will bangin get ta hang chick,happiness
11423,go see hannah montana movie saturday love still can not work twitt though,love
11424,remember drink plenty fluid buwieser dose count,worry
11425,time low mean fuck much hope get see june would awesome gaskarth amazing,happiness
11426,dang leave rolandos dinner leftover home know put shop fridge last night leave downtown,worry
11427,happy belate birthday hun net break first chance i have get online luff yo x,neutral
11428,ermm like full black upper half completley grey,neutral
11429,well get,neutral
11430,shorry bebeh okeh ada one chance,worry
11431,omg man ill pray ya,worry
11432,cold day stud day long test tomorrow,empty
11433,birthday awesome video daughter open last gift scream joy birthday wish come true could better,happiness
11434,watch 17 good,happiness
11435,oh yippee lynz way get celebrate mother day first time mother,love
11436,hope like new sat nav,enthusiasm
11437,should not reset work right first time something,worry
11438,i be wish weekend go sol,sadness
11439,get dark red hair dye go get bleach,fun
11440,funnily enough roland president social club,happiness
11441,i have totally mia know bad,fun
11442,sit watch britain get f talent watch small girl cry sad,sadness
11443,want dance really listen song since left make miss,surprise
11444,forget put work clothe dryer also love new slipper,love
11445,thank terri excited pick parker monday hope get along david pixiebob,happiness
11446,sure talkthe fabulous sex part though sorry dear,sadness
11447,correct,sadness
11448,watch season 7 gg,empty
11449,hey polka dot black dress glam mobile twitter bite crap mo,hate
11450,get home 3 pleased star trek,worry
11451,lol leave,empty
11452,omg know many word time go heres words money ball key,love
11453,start true franchise online mode dynasty huge madden online league much,happiness
11454,need help shower i be u,neutral
11455,make day much well rough one mention love new photo,relief
11456,ty well,neutral
11457,happy mothers day have not get mom present yet print amazon gift card httpsnipurlcomhq0n1,love
11458,trip zoo today,neutral
11459,brag kitten cuteness cat never come home wan na throw,sadness
11460,chazs daily happening 2231 watch e r instead dvd end era 1109 sun wo httptinyurlcomlgwrum,neutral
11461,pleasure playing guitar fun,happiness
11462,nghe lbq va tap duc fb,neutral
11463,start work week little ac newman,fun
11464,ok bye alex fun today,neutral
11465,guitar lesson tomorrow wake early,sadness
11466,i be drag low point slowly wine assist prob v sensible low hit often,sadness
11467,poor grace need date cute male nurse,sadness
11468,thank afrin nasal spray also get giant teacup tonight,relief
11469,watch neighbour,neutral
11470,way ft knox httpmylocme1zyg,worry
11471,thank,worry
11472,dad tell music power heal soul sure true,worry
11473,frenchfrycorndog look delish want welcome back seattle,enthusiasm
11474,yawn think imma go bed night guy,neutral
11475,yay short stack episode 20 record tuesday,neutral
11476,terry terry terry miss,sadness
11477,feel really bad female racoon abusive racoon husband always black eye one help,worry
11478,video finally do wo,happiness
11479,perfect day throw back head kiss good bye love cheerful httpblipfm5jckp,happiness
11480,pick tj last full day school 3 half day leave,relief
11481,finished work,happiness
11482,like apple movie rio bravo good hunting make lot sense,fun
11483,i be give httpbitlysnjen,neutral
11484,bwahah love jackass movie chocolate,love
11485,chat old schoolmate aw miss highschool,happiness
11486,hii that s mee wake go school,neutral
11487,brisbane ford falcon ef 1995 40 new ad receive post hcc site soon,neutral
11488,know think i be go miss though sacrifice money job happiness suck ass,sadness
11489,parrent find stash,relief
11490,grey anatomy fuckn awesome atm,happiness
11491,i have get 18 yr home 26 house they be always bring friend hope bless day,worry
11492,be not look forward go back work 3 day be not long enough,worry
11493,happen wierd sudden,worry
11494,normally dnt sleep like 6 cud never sleep night n ur entertainment,worry
11495,receive first bit spam twitter sure feel sanctity conversation taint,fun
11496,gettin fuel bad one reading,worry
11497,play fontstruct uploaded dafont 16k download top category wtf moment,neutral
11498,run 5 mile go gym wake ur great kidsdependable danny hope great already,happiness
11499,aww hope fly jt episode usually really good early far ep hass disappoint,happiness
11500,get watt chingo ble chile ca thang without bgeezy need u show httpbitly12r3c3,surprise
11501,plan successful,empty
11502,damm get pic niamh 3d glass,sadness
11503,aww know addiction aw know,worry
11504,twitt reunion would awesome meet lol iwonder how d iget pull,happiness
11505,lol get use 2 talkin 2 ya,worry
11506,deh wish deal buy macbook december least get 100 buck,happiness
11507,man two clock 2 hr till work,sadness
11508,feelin right hope feeling pass stupid stomach,sadness
11509,lol thirsty,neutral
11510,thank much everyone come speakeasy last night hit wonderful see fun june awesome,happiness
11511,miss read tweet would know emo guy dsds,relief
11512,wish sister live near,surprise
11513,right use snuggie snuggie stay work,neutral
11514,thank,happiness
11515,long ticket ny,worry
11516,mood way much fun lol love dance techno 3 lifelovestress set back 3 gnite,happiness
11517,haha lol one eff cool get wutang p e tshirt gorgeous represent time,happiness
11518,thank one hit patron since 2001,neutral
11519,that s colorful thing i have see day wow,fun
11520,frenchiebday frenchiebday frenchiebday frenchiebday frenchiebday frenchiebday frenchiebday frenchiebday frenchiebday,neutral
11521,lol woow okay big deal,happiness
11522,choir banquet could have ever dream i be happy party lauren,happiness
11523,busy busy busy will not ning day,worry
11524,goodnight goodbye,neutral
11525,ah get still fair bit go come together fairly well aw,enthusiasm
11526,miss tampa,neutral
11527,i be blip ca get work iphone,sadness
11528,haha yeah think bit,happiness
11529,ugh internet,worry
11530,i be good girlall work do,relief
11531,every part body ache i be tryin hard throw,worry
11532,go fail art final fml far bad semester life school wise otherwise best,sadness
11533,fall asleep beach put enough sunscreen lol,sadness
11534,thehandsomebluebeast hhihihuahauu,happiness
11535,mum make cry coz say something sweet love much mum best,love
11536,seem happy,happiness
11537,aw hate wen family brokun humuns maybee see agin wun day,hate
11538,listen legally blonde musical soundtrack lamenting go anymore perhaps buy nosebleed seat go alone,neutral
11539,come sowwy,worry
11540,insomnia night try get sleep luck work,worry
11541,nurofen marijuana usually i be lack latter currently,sadness
11542,that s awesome bike underappreciated activity day,worry
11543,happy mothers day mommys exspecially mine love mommy,happiness
11544,sadsorry hear sweet dog,worry
11545,really fancy frappuccino starbuck right,love
11546,watch office also comedy gold,neutral
11547,think perfect weather go camping cuddle dave star sleep,sadness
11548,blow torch break real bummer,sadness
11549,go dreaded dmv tomorrow,sadness
11550,think thing love morning chat totally need 2 live 2gether full time lol,sadness
11551,toris fun jb movie absolutely amazing good day work yay love movie 0,love
11552,hey second kind sad ok guitar guitar guitar bbq good time,sadness
11553,yes see mitch hedberg whole floss thing he s hilarious 3 poor guy,happiness
11554,lalalala virus tear tear well computer virus run scan gr,hate
11555,celtic life,neutral
11556,husband golfing toddler shall frolic consummate mama i be happy day,happiness
11557,i be duong vietnam r u i be 19 do not understand write twitter please tell thank,neutral
11558,weekend begin get idea project think would cool sure i have get time right,worry
11559,btw still ca believe awesome newjabbakidz performance u mask scream pc,surprise
11560,springtime nice,happiness
11561,well us brit wait day think gon na realize guess worth wait,neutral
11562,sadly sit home could go party,sadness
11563,may swine flu haha cause i have get flu,worry
11564,bad,neutral
11565,like little adventure i be kinda worried can not take bus cos oyster broken,relief
11566,hates leave teddy i be miss boy damn,sadness
11567,sorry hear,worry
11568,oh wait greece i be u course think differently,worry
11569,piss let follow ericka,sadness
11570,un cross please plan buy lambo summer next stop pitsvile baby p eople carrier,neutral
11571,love twitt 38th post mwaha x,love
11572,wish 17,neutral
11573,oh hope bad sound,worry
11574,smh i be sick bug that s go around almost everyone know sick include,worry
11575,hello,enthusiasm
11576,sick wife bday double,worry
11577,pretty fun way write resignation httpwfarbsorgmessagehtml,fun
11578,wake somewhat go canuck,neutral
11579,go vegas spend ur money,surprise
11580,go bed pain fall shoulder today good night,sadness
11581,hearing susan boyle sing come beautiful person i would ever see feel bad first impression though,love
11582,sad wish something big kid may god bless kid always,worry
11583,barack obama 3 3 line course video edit,neutral
11584,nan,neutral
11585,nice good night,love
11586,weirton julie way north tippy top lol think southern wv folk like us much,happiness
11587,nan,neutral
